pdb,poserank,RMSD
5tkk,4,9.19
5tkk,5,1.53
5tkk,6,4.69
5tkk,7,3.93
5tkk,8,5.08
5tkk,9,2.63
5tkk,10,8.23
2p3a,1,4.47
2p3a,2,3.64
2p3a,3,2.68
2p3a,4,3.63
2p3a,5,3.92
2p3a,6,2.8
2p3a,7,3.46
2p3a,8,2.97
2p3a,9,5.38
2p3a,10,1.1
5l9g,1,2.0
5l9g,2,1.88
5l9g,3,1.49
5l9g,4,1.69
5l9g,5,2.3
5l9g,6,7.62
5l9g,7,3.78
5l9g,8,5.96
5l9g,9,7.68
5l9g,10,8.11
2i4x,1,2.1
2i4x,2,7.84
2i4x,3,11.1
2i4x,4,1.35
2i4x,5,10.41
2i4x,6,9.12
2i4x,7,3.89
2i4x,8,4.59
2i4x,9,0.83
2i4x,10,8.96
4lm2,1,2.07
4lm2,2,4.88
4lm2,3,4.23
4lm2,4,4.22
4lm2,5,4.42
4lm2,6,3.41
4lm2,7,3.18
4lm2,8,2.71
4lm2,9,3.19
4lm2,10,0.64
3qkd,1,0.83
3qkd,2,1.56
3qkd,3,1.72
3qkd,4,2.18
3qkd,5,2.58
3qkd,6,3.97
3qkd,7,4.22
3qkd,8,3.5
3qkd,9,3.59
3qkd,10,3.82
3qqa,1,8.57
3qqa,2,3.48
3qqa,3,8.18
3qqa,4,7.71
3qqa,5,8.64
3qqa,6,8.04
3qqa,7,3.19
3qqa,8,4.45
3qqa,9,8.86
3qqa,10,4.15
2qzr,1,3.34
2qzr,2,1.69
2qzr,3,5.52
2qzr,4,4.84
2qzr,5,9.72
2qzr,6,4.53
2qzr,7,5.46
2qzr,8,5.24
2qzr,9,10.23
2qzr,10,3.63
4m14,1,5.87
4m14,2,5.08
4m14,3,7.08
4m14,4,5.17
4m14,5,6.22
4m14,6,5.93
4m14,7,5.6
4m14,8,5.21
4m14,9,6.25
4m14,10,5.46
5gmh,1,0.61
5gmh,2,2.13
5gmh,3,6.36
5gmh,4,5.48
5gmh,5,3.68
5gmh,6,5.25
5gmh,7,6.18
5gmh,8,5.15
5gmh,9,3.29
5gmh,10,5.47
3ljz,1,1.26
3ljz,2,0.52
3ljz,3,5.89
3ljz,4,2.54
3ljz,5,1.91
3ljz,6,5.46
3ljz,7,10.65
3ljz,8,8.7
3ljz,9,4.81
3ljz,10,2.51
2aj8,1,5.15
2aj8,2,1.07
2aj8,3,1.95
2aj8,4,5.27
2aj8,5,5.16
2aj8,6,6.78
2aj8,7,4.86
2aj8,8,5.89
2aj8,9,5.02
2aj8,10,3.13
2ewa,1,0.97
2ewa,2,4.37
2ewa,3,6.89
2xei,1,7.53
2xei,2,7.22
2xei,3,8.44
2xei,4,7.4
2xei,5,6.12
2xei,6,1.6
2xei,7,6.26
2xei,8,2.18
2xei,9,5.97
2xei,10,5.78
5c28,1,2.51
5c28,2,4.75
5c28,3,0.39
5c28,4,3.84
5c28,5,3.81
5c28,6,1.7
5c28,7,3.95
5c28,8,3.78
5c28,9,5.08
5c28,10,5.88
3ibi,1,3.5
3ibi,2,5.62
3ibi,3,4.25
3ibi,4,4.64
3ibi,5,2.83
3ibi,6,5.7
3ibi,7,1.39
3ibi,8,2.22
3ibi,9,6.02
3ibi,10,4.82
5ijr,1,1.89
5ijr,2,1.86
5ijr,3,1.32
5ijr,4,6.1
5ijr,5,3.85
5ijr,6,6.64
5ijr,7,2.0
5ijr,8,6.32
5ijr,9,6.31
5ijr,10,3.28
3zt2,1,0.49
3zt2,2,4.45
3zt2,3,3.9
3zt2,4,4.88
3zt2,5,4.36
3zt2,6,4.14
3zt2,7,6.71
3zt2,8,5.5
3zt2,9,4.39
3zt2,10,4.25
2jew,1,0.78
2jew,2,4.93
2jew,3,6.24
2jew,4,2.2
2jew,5,1.9
2jew,6,3.34
2jew,7,3.54
2jew,8,4.53
2jew,9,2.07
2jew,10,2.89
5izj,1,10.59
5izj,2,10.54
5izj,3,5.59
5izj,4,11.12
5izj,5,8.84
5izj,6,10.22
5izj,7,6.46
5izj,8,5.2
5izj,9,10.26
5izj,10,9.88
2i2c,1,0.45
2i2c,2,7.68
2i2c,3,0.98
2i2c,4,6.81
2i2c,5,7.4
2i2c,6,1.86
2i2c,7,3.75
2i2c,8,9.46
2i2c,9,5.53
2i2c,10,9.18
2r9w,1,7.37
2r9w,2,7.08
2r9w,3,7.15
2r9w,4,7.6
2r9w,5,0.74
2r9w,6,7.4
2r9w,7,6.78
2r9w,8,7.24
2r9w,9,7.13
2r9w,10,6.77
5fsn,1,0.93
5fsn,2,1.63
5fsn,3,2.44
5fsn,4,2.15
5fsn,5,5.8
5fsn,6,4.49
5fsn,7,2.48
5fsn,8,6.03
5fsn,9,6.37
5fsn,10,6.44
3uxd,1,1.02
3uxd,2,3.49
3uxd,3,3.0
3uxd,4,3.38
3uxd,5,3.57
3uxd,6,4.49
3uxd,7,2.79
3uxd,8,3.56
3uxd,9,2.62
3uxd,10,4.04
6dyw,1,2.13
6dyw,2,1.45
6dyw,3,4.05
6dyw,4,3.84
6dyw,5,0.95
6dyw,6,11.91
6dyw,7,11.69
6dyw,8,12.36
6dyw,9,12.49
6dyw,10,11.65
4qnb,1,0.41
4qnb,2,3.08
4qnb,3,3.49
4qnb,4,2.19
4qnb,5,4.06
4qnb,6,4.55
4qnb,7,8.06
3ctt,1,0.39
3ctt,2,4.09
3ctt,3,2.69
3ctt,4,5.05
3ctt,5,4.92
3ctt,6,4.74
3ctt,7,4.12
3ctt,8,6.1
3ctt,9,3.38
3ctt,10,5.08
1xpz,1,5.37
1xpz,2,4.51
1xpz,3,2.68
1xpz,4,2.93
1xpz,5,4.52
1xpz,6,1.48
1xpz,7,4.6
1xpz,8,4.73
1xpz,9,4.02
1xpz,10,1.51
5alb,1,0.63
5alb,2,2.6
5alb,3,9.8
5alb,4,4.3
5alb,5,3.87
1o2z,1,4.55
1o2z,2,5.0
1o2z,3,3.33
1o2z,4,2.73
1o2z,5,1.75
1o2z,6,4.62
1o2z,7,4.78
1o2z,8,2.31
1o2z,9,3.57
1o2z,10,8.46
6o94,1,0.72
6o94,2,4.52
6o94,3,2.87
6o94,4,2.2
6o94,5,7.32
3vw1,1,0.7
3vw1,2,0.71
3vw1,3,0.73
3vw1,4,1.27
3vw1,5,0.71
3vw1,6,1.35
3vw1,7,1.28
3vw1,8,0.75
3vw1,9,0.92
4z0k,1,0.16
4z0k,2,4.34
4z0k,3,3.84
4z0k,4,8.34
4z0k,5,7.84
4z0k,6,2.5
4z0k,7,7.91
4z0k,8,7.98
4z0k,9,8.5
4z0k,10,8.41
3u5l,1,0.19
3u5l,2,4.85
3u5l,3,4.8
3u5l,4,4.8
3u5l,5,5.53
3u5l,6,6.07
3u5l,7,4.95
3u5l,8,6.65
3u5l,9,5.99
3u5l,10,6.32
2br1,1,2.0
2br1,2,4.33
2br1,4,8.31
2br1,5,6.32
2br1,6,6.68
2br1,7,6.43
2br1,10,7.0
6bm5,1,1.14
6bm5,2,2.51
6bm5,3,1.76
6bm5,4,1.72
6bm5,5,4.97
6bm5,6,3.19
6bm5,7,8.33
6bm5,8,3.21
6bm5,9,8.53
6bm5,10,8.46
5ufc,1,0.75
5ufc,2,2.09
5ufc,3,3.63
5ufc,4,5.35
5ufc,5,4.84
5ufc,6,7.94
5ufc,7,5.41
5ufc,8,4.38
5ufc,9,7.36
5ufc,10,8.37
6b5q,1,0.76
6b5q,2,2.4
6b5q,3,6.97
6b5q,4,6.95
6b5q,5,4.93
6b5q,6,6.57
6b5q,7,5.88
6b5q,8,5.78
6b5q,9,6.27
6b5q,10,5.35
5dgw,1,9.38
5dgw,2,10.86
5dgw,3,9.5
5dgw,4,4.64
5dgw,5,1.67
5dgw,6,1.27
5dgw,7,6.46
5dgw,8,3.7
5dgw,9,4.47
5dgw,10,3.45
5ta2,1,1.0
5ta2,2,7.48
5ta2,3,7.36
5ta2,4,2.22
5ta2,5,8.85
5ta2,6,8.6
3f3e,1,0.77
3f3e,2,0.8
3f3e,3,2.77
3f3e,4,3.93
3f3e,5,3.93
3f3e,6,4.27
3f3e,7,2.58
3f3e,8,4.26
3f3e,9,1.93
3f3e,10,3.04
3jyr,1,0.76
3jyr,2,2.74
3jyr,3,2.1
3jyr,4,5.7
3jyr,5,7.86
3jyr,6,8.97
3jyr,7,7.64
3jyr,8,8.86
3jyr,9,9.52
3jyr,10,10.54
6p87,1,2.65
6p87,2,7.47
6p87,3,8.77
6p87,4,5.79
6p87,5,4.2
6p87,6,3.39
6p87,7,3.83
6p87,8,5.26
6p87,9,7.98
6p87,10,6.08
5vyy,1,1.09
5vyy,2,3.16
5vyy,3,3.58
5vyy,4,3.52
5vyy,5,3.73
5vyy,6,2.52
5vyy,7,6.66
5vyy,8,2.01
5vyy,9,6.74
5vyy,10,7.0
1m83,1,1.54
1m83,2,1.28
1m83,3,6.7
1m83,4,3.61
1m83,5,6.28
1m83,6,2.74
1m83,7,2.24
1m83,8,6.75
1m83,9,6.58
1m83,10,6.48
4rvr,1,5.11
4rvr,2,5.61
4rvr,3,1.43
4rvr,4,5.54
4rvr,5,0.65
4rvr,6,5.07
4rvr,7,5.44
4rvr,8,2.73
4rvr,9,2.93
4rvr,10,6.07
5kva,1,0.31
5kva,2,5.54
5kva,3,3.55
5kva,4,3.48
5kva,5,4.14
5kva,6,2.5
5kva,7,3.83
5kva,8,5.6
5kva,9,3.64
5kva,10,8.32
3a1d,1,1.35
3a1d,2,2.2
3a1d,3,2.52
3a1d,4,3.5
3a1d,5,3.42
3a1d,6,1.75
3a1d,7,2.74
3a1d,8,3.85
3a1d,9,4.64
3a1d,10,5.43
6fsy,1,0.66
6fsy,2,1.83
6fsy,3,2.94
6fsy,4,3.05
6fsy,5,6.99
6fsy,6,4.99
6fsy,7,3.37
6fsy,8,6.26
6fsy,9,5.68
6fsy,10,5.25
4en4,1,3.7
4en4,2,3.67
4en4,3,1.42
4en4,4,3.97
4en4,5,5.39
4en4,6,6.37
4en4,7,4.39
4en4,8,3.82
4en4,9,3.89
3w37,1,4.31
3w37,2,5.15
3w37,3,3.04
3w37,4,2.35
3w37,5,2.7
3w37,6,2.02
3w37,7,1.07
3w37,8,4.69
3w37,9,3.76
3w37,10,2.42
6r18,1,5.63
6r18,2,0.55
6r18,3,2.43
6r18,4,6.68
6r18,5,6.29
6r18,6,7.38
6r18,7,7.52
6r18,8,6.56
6r18,9,7.51
6r18,10,7.28
6dzx,1,1.5
6dzx,2,1.77
6dzx,3,4.31
6dzx,4,4.12
6dzx,5,2.0
6dzx,6,3.98
6dzx,7,2.92
6dzx,8,4.03
6dzx,9,3.19
6dzx,10,4.49
2bes,1,0.71
2bes,2,1.71
2bes,3,2.37
2bes,4,1.67
2bes,5,5.26
2bes,6,1.3
2bes,7,5.79
2bes,8,5.18
2bes,9,1.94
1qf1,1,0.75
1qf1,2,2.61
1qf1,3,5.33
1qf1,4,7.28
1qf1,5,5.94
1qf1,6,8.59
1qf1,7,8.46
1qf1,8,9.36
1qf1,9,4.67
1qf1,10,7.65
4fz3,1,14.93
4fz3,2,15.39
4fz3,3,12.02
4fz3,4,11.98
4fz3,5,11.06
4fz3,6,10.98
4fz3,7,15.77
4fz3,8,14.81
4fz3,9,15.96
4fz3,10,11.74
6jb4,1,0.53
6jb4,2,2.85
6jb4,3,2.73
6jb4,4,3.92
6jb4,5,6.01
6jb4,6,5.64
6jb4,7,2.21
6jb4,8,5.43
6jb4,9,3.66
6jb4,10,6.06
2wuf,1,2.28
2wuf,2,3.29
2wuf,3,9.03
2wuf,4,8.34
2wuf,5,8.34
2wuf,6,8.13
2wuf,7,7.81
2wuf,8,9.02
2wuf,9,7.78
2wuf,10,4.67
2r1y,2,7.04
2r1y,3,1.81
2r1y,4,5.15
2r1y,5,6.37
2r1y,6,5.34
2r1y,7,6.93
2r1y,8,6.0
2r1y,9,5.92
2r1y,10,4.36
1k21,1,1.05
1k21,2,1.9
1k21,3,1.33
1k21,4,5.72
1k21,5,3.1
1k21,6,4.41
1k21,7,3.39
1k21,8,7.96
2vmf,1,3.9
2vmf,2,3.43
2vmf,3,0.5
2vmf,4,4.63
2vmf,5,3.6
2vmf,6,4.5
2vmf,7,4.23
2vmf,8,3.81
2vmf,9,5.8
2vmf,10,2.73
4q4o,1,2.42
4q4o,2,1.12
4q4o,3,2.65
4q4o,4,2.39
4q4o,5,4.12
4q4o,6,4.99
4q4o,7,4.44
4q4o,8,4.89
4q4o,9,3.08
4q4o,10,4.34
6fni,1,0.39
6fni,2,2.13
6fni,3,3.62
6fni,4,3.89
5eq1,1,2.61
5eq1,2,4.59
5eq1,3,3.91
5eq1,4,3.82
5eq1,5,0.99
5eq1,6,4.12
5eq1,7,2.66
5eq1,8,3.92
5eq1,9,4.62
5eq1,10,2.31
6q3y,1,9.03
6q3y,2,4.4
6q3y,3,7.17
6q3y,4,5.63
6q3y,5,10.51
6q3y,6,9.02
6q3y,7,7.18
6q3y,8,3.01
6q3y,9,9.15
6q3y,10,9.97
6g3q,1,5.08
6g3q,2,3.63
6g3q,3,3.67
6g3q,4,4.17
6g3q,5,3.38
6g3q,6,4.8
6g3q,7,3.06
6g3q,8,1.08
6g3q,9,3.72
6g3q,10,6.31
6g36,1,0.59
6g36,2,0.99
6g36,3,3.2
6g36,4,2.61
6g36,5,5.6
6g36,6,3.8
6g36,7,1.62
6g36,8,3.04
6g36,9,3.12
6g36,10,2.92
6fv4,1,0.95
6fv4,2,1.57
6fv4,3,2.21
6fv4,4,6.69
6fv4,5,2.74
6fv4,6,2.45
6fv4,7,7.04
6fv4,8,6.55
6fv4,9,3.05
6fv4,10,3.5
1g54,1,8.89
1g54,2,8.61
1g54,3,8.62
1g54,4,8.97
1g54,5,8.88
1g54,6,8.98
1g54,7,5.23
1g54,8,1.76
1g54,9,4.83
1g54,10,5.44
4agl,1,9.1
4agl,2,4.33
4agl,3,1.59
4agl,4,3.06
4agl,5,5.42
4agl,6,5.47
4agl,7,4.57
4agl,8,3.44
4agl,9,2.93
4agl,10,8.95
1tnh,1,0.43
1tnh,2,0.4
1tnh,3,3.95
1tnh,4,3.95
1tnh,5,3.18
1tnh,6,1.36
1tnh,7,1.94
1tnh,8,3.17
1tnh,9,3.29
2haw,1,2.86
2haw,2,2.9
2haw,3,2.94
2haw,4,2.85
2haw,5,2.9
2haw,6,2.93
2haw,7,3.09
2haw,8,2.85
2haw,9,3.98
2haw,10,3.99
5cbr,1,0.3
5cbr,2,6.3
5cbr,3,6.08
5cbr,4,6.01
5cbr,5,7.36
5cbr,6,4.87
5cbr,7,5.5
5cbr,8,6.45
5cbr,9,7.1
5cbr,10,7.02
4rrf,1,0.61
4rrf,2,2.19
4rrf,3,1.19
4rrf,4,1.93
4rrf,5,3.21
4rrf,6,2.65
4rrf,7,3.67
4rrf,8,6.41
4rrf,9,3.59
4rrf,10,4.74
3t2w,1,6.67
3t2w,2,0.59
3t2w,3,6.2
3t2w,4,1.34
3t2w,5,5.98
3t2w,6,6.26
3t2w,7,2.85
3t2w,8,1.63
3t2w,9,6.8
3t2w,10,3.26
4ibj,1,1.81
4ibj,2,2.78
4ibj,3,0.6
4ibj,4,7.44
4ibj,5,2.18
4ibj,6,5.88
4ibj,7,2.77
4ibj,8,8.13
4ibj,9,2.94
4ibj,10,7.14
1loq,1,0.52
1loq,2,6.48
1loq,3,2.06
1loq,4,5.95
1loq,5,3.16
1loq,6,5.34
1loq,7,2.64
1loq,8,6.4
1loq,9,3.66
1loq,10,4.91
3zc5,1,0.21
3zc5,2,1.03
3zc5,3,1.86
3zc5,4,6.14
3zc5,5,6.41
3zc5,6,6.16
5eyr,1,0.66
5eyr,2,1.18
5eyr,3,0.78
5eyr,4,10.4
5eyr,5,10.35
5eyr,6,10.43
5eyr,7,10.29
5eyr,8,10.71
5eyr,9,3.04
5eyr,10,5.5
5ime,1,0.55
5ime,2,2.96
5ime,3,4.95
5ime,4,5.35
5ime,5,11.0
5ime,6,6.02
5ime,7,7.2
5ime,8,5.9
5ime,9,7.29
5ime,10,7.89
6gfs,1,4.47
6gfs,2,4.35
6gfs,3,3.78
6gfs,4,3.74
6gfs,5,2.2
6gfs,6,2.99
6gfs,7,3.45
6gfs,8,10.36
6gfs,9,10.56
6gfs,10,1.68
4knj,1,4.77
4knj,2,4.58
4knj,3,3.86
4knj,4,0.42
4knj,5,3.08
4knj,6,3.8
4knj,7,4.18
4knj,8,1.89
4knj,9,4.01
4knj,10,4.15
5g5z,1,0.83
5g5z,2,4.24
5g5z,3,7.31
5g5z,4,3.42
5g5z,5,7.25
5g5z,6,3.67
5g5z,7,7.32
5g5z,8,3.82
5g5z,9,4.63
5g5z,10,4.42
4x5p,1,1.02
4x5p,2,0.86
4x5p,3,1.2
4x5p,4,1.46
4x5p,5,1.5
4x5p,6,1.86
4x5p,7,2.59
4x5p,8,2.68
4x5p,9,3.9
5ohy,1,2.38
5ohy,2,1.44
5ohy,3,2.44
5ohy,4,5.14
5ohy,5,2.63
5ohy,6,4.09
5ohy,7,4.6
5ohy,8,3.11
5ohy,9,3.38
5ohy,10,4.51
3s75,1,0.36
3s75,2,2.3
3s75,3,1.6
3s75,4,2.73
3s75,5,1.59
3s75,6,3.69
3s75,7,3.39
3s75,8,5.43
3s75,9,3.84
3s75,10,4.53
3k99,1,0.46
3k99,2,3.13
3k99,3,2.91
3k99,4,6.53
3k99,5,7.98
3k99,6,7.32
3k99,7,6.88
3k99,8,4.52
3k99,9,7.65
3k99,10,6.51
2pk5,1,0.29
2pk5,2,1.65
2pk5,3,1.69
2pk5,4,3.59
2pk5,5,12.11
2pk5,6,12.16
2pk5,7,12.59
2pk5,8,5.14
2pk5,9,5.93
2pk5,10,10.92
2xyt,1,0.63
2xyt,2,2.69
2xyt,3,2.8
2xyt,4,9.57
2xyt,5,10.55
2xyt,6,9.28
2xyt,7,6.12
2xyt,8,9.18
2xyt,9,7.9
2xyt,10,11.39
3vx3,1,0.59
3vx3,2,4.02
3vx3,3,1.98
3vx3,4,4.23
3vx3,5,4.34
3vx3,6,4.62
3vx3,7,3.89
3vx3,8,3.45
3vx3,9,1.77
3vx3,10,4.52
5bw4,1,0.66
5bw4,2,2.08
5bw4,3,9.24
5bw4,4,8.09
5bw4,5,2.6
5bw4,6,9.32
5bw4,7,9.96
5bw4,8,9.35
5bw4,9,4.09
5bw4,10,5.43
3f80,1,1.77
3f80,2,1.19
3f80,3,5.19
3f80,4,1.25
3f80,5,5.17
3f80,6,2.85
3f80,7,2.13
3f80,8,2.43
3f80,9,3.69
3f80,10,4.99
6dar,1,1.39
6dar,2,2.26
6dar,3,3.02
6dar,4,8.5
6dar,5,8.02
6dar,6,4.32
6dar,7,8.5
6dar,8,8.14
6dar,9,7.83
6dar,10,8.78
4q6e,1,3.25
4q6e,2,4.28
4q6e,3,4.17
4q6e,4,4.74
4q6e,5,3.08
4q6e,6,0.65
4q6e,7,4.13
4q6e,8,4.81
4q6e,9,3.41
4q6e,10,4.21
3mhl,1,4.96
3mhl,2,4.02
3mhl,3,4.01
3mhl,4,4.06
3mhl,5,3.2
3mhl,6,4.41
3mhl,7,4.67
3mhl,8,2.83
3mhl,9,2.26
3mhl,10,8.21
4q90,1,6.13
4q90,2,1.18
4q90,3,3.1
4q90,4,4.65
4q90,5,2.57
4q90,6,3.06
4q90,7,5.29
4q90,8,3.25
4q90,9,4.81
4q90,10,2.45
1oe8,1,10.33
1oe8,2,8.29
1oe8,3,8.16
1oe8,4,10.82
1oe8,5,2.99
1oe8,6,8.09
1oe8,7,7.12
1oe8,8,8.15
1oe8,9,8.48
1oe8,10,8.02
1ppm,1,4.77
1ppm,2,3.26
1ppm,3,7.7
1ppm,4,2.23
1ppm,5,4.89
1ppm,6,6.23
1ppm,7,11.11
1ppm,8,10.25
1ppm,9,6.3
1ppm,10,9.97
1v48,1,0.89
1v48,2,1.81
1v48,3,3.3
1v48,4,2.46
1v48,5,4.62
1v48,6,3.5
1v48,7,7.44
1v48,8,6.98
1v48,9,4.08
1v48,10,7.11
5mwh,1,3.57
5mwh,2,0.57
5mwh,3,6.81
5mwh,4,2.53
5mwh,5,9.59
5mwh,6,1.58
5mwh,7,7.87
5mwh,8,6.65
5mwh,9,8.44
5mwh,10,7.51
5tya,1,0.33
5tya,2,1.28
5tya,3,3.21
5tya,4,4.57
5tya,5,4.57
5tya,6,4.25
5tya,7,4.09
5tya,8,2.9
5tya,9,4.7
5tya,10,4.56
4rqk,1,1.64
4rqk,2,1.93
4rqk,3,2.51
4rqk,4,6.31
4rqk,5,6.28
4rqk,6,2.68
4rqk,7,2.61
4rqk,8,6.99
4rqk,9,2.39
4rqk,10,6.02
1fcy,1,0.31
1fcy,2,2.28
1fcy,3,2.84
5a7b,1,3.85
5a7b,2,1.51
5a7b,3,10.67
5a7b,4,3.22
5a7b,5,2.52
5a7b,6,3.22
5a7b,7,6.81
5a7b,8,7.09
5a7b,9,7.82
5a7b,10,6.79
3bfu,1,0.5
3bfu,2,0.82
3bfu,3,5.03
3bfu,4,2.42
3bfu,5,5.0
3bfu,6,5.5
3bfu,7,1.86
3bfu,8,5.1
3bfu,9,5.09
3bfu,10,2.93
1uwu,1,0.38
1uwu,2,4.7
1uwu,3,4.45
1uwu,4,4.51
1uwu,5,7.46
1uwu,6,7.34
1uwu,7,7.58
1uwu,8,5.99
1uwu,9,8.06
1uwu,10,7.75
4wk1,1,0.59
4wk1,2,0.49
4wk1,3,1.67
4wk1,4,1.7
4wk1,5,1.59
4wk1,6,2.0
5nap,1,0.44
5nap,9,3.91
2ylc,1,4.27
2ylc,2,4.39
2ylc,3,6.8
2ylc,4,5.71
2ylc,5,0.94
2ylc,6,9.07
2ylc,7,6.43
2ylc,8,6.14
2ylc,9,3.13
2ylc,10,4.01
1d4k,1,0.59
1d4k,2,4.12
1d4k,3,4.38
1d4k,4,11.32
1d4k,5,11.45
1d4k,6,3.06
1d4k,7,11.88
1d4k,8,3.88
1d4k,9,11.71
1d4k,10,5.51
4o0y,1,1.55
4o0y,2,8.2
4o0y,3,5.65
4o0y,4,8.88
4o0y,5,8.53
4o0y,6,8.49
4o0y,7,7.05
4o0y,8,7.78
4o0y,9,6.31
4o0y,10,7.89
6faa,1,3.41
6faa,2,3.66
6faa,3,1.88
6faa,4,2.96
6faa,5,2.92
6faa,6,4.04
6faa,7,2.08
6faa,8,3.3
6faa,9,1.2
6faa,10,2.53
3bva,1,1.65
3bva,2,12.94
3bva,3,1.65
3bva,4,12.2
3bva,5,5.74
3bva,6,5.94
3bva,7,5.85
3bva,8,12.89
3bva,9,13.02
3bva,10,2.47
5cp9,1,0.99
5cp9,2,0.96
5cp9,3,5.48
5cp9,4,6.23
5cp9,5,4.21
5cp9,6,4.73
5cp9,7,2.5
5cp9,8,4.75
5cp9,9,1.7
5cp9,10,4.57
1ua4,1,3.52
1ua4,2,3.31
1ua4,3,8.84
1ua4,4,1.19
1ua4,5,5.24
1ua4,6,2.46
1ua4,7,3.36
1ua4,8,1.56
1ua4,9,2.87
1ua4,10,8.34
2pvj,1,0.58
2pvj,2,6.94
2pvj,3,5.91
2pvj,4,5.94
2pvj,5,7.19
2pvj,6,5.83
2pvj,7,5.65
2pvj,8,6.5
2pvj,9,5.8
2pvj,10,7.54
4j3l,1,1.33
4j3l,2,2.27
4j3l,3,2.58
4j3l,4,2.73
4j3l,5,2.99
4j3l,6,9.56
4j3l,7,9.38
4j3l,8,1.7
1v0l,1,0.26
1v0l,2,5.55
1v0l,3,6.12
1v0l,4,2.92
1v0l,5,5.54
1v0l,6,5.51
1v0l,7,6.0
1v0l,8,7.06
1v0l,9,6.27
1v0l,10,6.15
5orh,1,5.72
5orh,2,0.54
5orh,3,5.89
5orh,4,5.67
5orh,5,1.86
5orh,6,3.92
5orh,7,3.2
5orh,8,5.81
5orh,9,3.45
5orh,10,6.05
5lle,1,0.5
5lle,2,0.54
5lle,3,0.59
5lle,4,0.52
5lle,5,3.75
5lle,6,2.7
5lle,7,3.55
5lle,8,3.55
5lle,9,2.35
5lle,10,3.46
4dzy,1,0.67
4dzy,2,0.67
4dzy,3,1.12
4dzy,4,1.43
4dzy,5,5.03
4dzy,6,5.04
4dzy,7,2.51
4dzy,8,4.61
2a14,1,0.3
2a14,2,1.81
2a14,3,3.36
2a14,4,1.17
2a14,5,2.58
2a14,6,3.57
2a14,7,2.96
2a14,8,4.22
2a14,9,2.04
2a14,10,9.88
3rf4,1,1.07
3rf4,2,1.26
3rf4,3,1.46
3rf4,4,3.57
3rf4,5,5.82
3rf4,6,5.62
3rf4,7,5.65
3rf4,8,6.41
3kdd,1,1.42
3kdd,2,1.47
3kdd,3,10.66
3kdd,4,11.04
3kdd,5,9.78
3kdd,6,10.27
3kdd,7,9.8
3kdd,8,11.06
3kdd,9,11.24
3kdd,10,11.46
4b5t,1,2.97
4b5t,2,2.94
4b5t,3,3.48
4b5t,4,2.91
4b5t,5,3.17
4b5t,6,1.17
4b5t,7,2.66
4b5t,8,1.5
4b5t,9,3.22
4b5t,10,3.14
1egh,1,0.7
1egh,2,2.93
1egh,3,2.94
1egh,4,3.92
1egh,5,3.93
1egh,6,3.87
1egh,7,3.75
1egh,8,3.94
1egh,9,5.23
1egh,10,5.26
1lhu,1,0.42
1lhu,2,6.7
1lhu,3,6.69
1lhu,4,6.35
1lhu,5,2.9
6g14,1,2.51
6g14,2,6.68
6g14,3,6.97
6g14,4,0.86
6g14,5,1.26
6g14,6,5.95
6g14,7,7.48
6g14,8,6.6
6g14,9,6.24
1h46,1,3.99
1h46,2,7.62
1h46,3,2.58
1h46,4,4.55
1h46,5,8.86
1h46,6,4.39
1h46,7,8.63
1h46,8,7.5
1h46,9,7.36
1h46,10,7.59
6n5x,1,4.39
6n5x,2,4.67
6n5x,3,4.84
6n5x,4,4.31
6n5x,5,4.49
6n5x,6,4.83
6n5x,7,2.21
6n5x,8,4.59
6n5x,9,3.2
6n5x,10,4.07
1m2q,1,6.11
1m2q,2,4.86
1m2q,3,4.76
1m2q,4,3.69
1m2q,5,0.18
1m2q,6,2.1
1m2q,7,4.05
1m2q,8,4.74
1m2q,9,5.18
1m2q,10,4.72
5d3l,1,3.7
5d3l,2,4.96
5d3l,3,8.31
5d3l,4,2.73
5d3l,5,1.23
5d3l,6,4.98
5d3l,7,1.45
5d3l,8,5.09
5d3l,9,2.39
5d3l,10,8.37
3tk2,1,0.39
3tk2,2,0.36
3tk2,3,4.87
3tk2,4,4.84
3tk2,5,1.9
3tk2,6,2.02
3tk2,7,5.07
3tk2,8,4.75
3tk2,9,3.91
3tk2,10,1.91
4jal,1,0.73
4jal,2,4.8
4jal,3,5.57
4jal,4,1.58
4jal,5,1.56
4jal,6,4.41
4jal,7,6.9
4jal,8,7.24
4jal,9,6.87
4jal,10,7.21
5org,1,0.43
5org,2,1.43
5org,3,5.58
5org,4,2.29
5org,5,3.61
5org,6,3.29
5org,7,5.96
5org,8,3.89
5org,9,5.05
5org,10,5.45
2ra6,1,0.53
2ra6,2,0.53
2ra6,3,3.12
2ra6,4,3.13
2ra6,5,1.93
2ra6,6,2.79
2ra6,7,2.99
2ra6,8,4.09
2ra6,9,6.45
4kz7,1,3.84
4kz7,2,0.5
4kz7,3,2.98
4kz7,4,3.7
4kz7,5,3.77
4kz7,6,2.7
4kz7,7,2.39
4kz7,8,3.84
4kz7,9,3.23
4kz7,10,4.26
1elb,1,6.65
1elb,2,5.31
1elb,3,4.4
1elb,4,5.07
1elb,5,6.23
1elb,6,6.53
1elb,7,5.67
1elb,8,6.34
1elb,9,4.94
1elb,10,5.67
4w9k,1,1.11
4w9k,2,1.67
4w9k,3,1.35
4w9k,4,3.04
4w9k,5,2.36
4w9k,6,11.92
4w9k,7,2.33
4w9k,8,12.21
